Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits,recent_avg_deposits,Status,Assigned Branch
JPMorgan Chase Bank,0,Almeda Genoa Branch,1362,09/17/1970,08/01/2000,11650 Fuqua Street,Houston,Harris,TX,77034,29.61812,-95.21335,93573.0,97048.0,111588.0,117178.0,130847.0,134455.0,135559,133620.33333333334,CLOSED,437
JPMorgan Chase Bank,0,Almeda Genoa Motor Bank Branch,1363,06/21/1982,08/01/2000,11650 Fuqua,Houston,Harris,TX,77034,29.61853,-95.21297,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,433
JPMorgan Chase Bank,0,Gulfgate Branch,1364,06/30/1972,08/01/2000,2900 Woodridge Street,Houston,Harris,TX,77087,29.70054,-95.29661,158964.0,155984.0,171573.0,179222.0,183440.0,198375.0,206718,196177.66666666666,CLOSED,425
JPMorgan Chase Bank,0,Highland Village Branch,1365,03/06/1973,08/01/2000,2900 Weslayan,Houston,Harris,TX,77027,29.73892,-95.44169,124384.0,137040.0,137991.0,147406.0,159240.0,172762.0,183159,171720.33333333334,CLOSED,494
JPMorgan Chase Bank,0,Fondren South Branch,1366,01/29/1975,08/01/2000,6671 West Bellfort,Houston,Harris,TX,77035,29.65595,-95.50766,38704.0,37835.0,38882.0,44268.0,46546.0,50341.0,57278,51388.333333333336,CLOSED,412
JPMorgan Chase Bank,0,Clear Lake City Boulevard Branch,1367,03/06/1973,08/01/2000,1200 Clear Lake City Boulevard,Houston,Harris,TX,77062,29.58185,-95.15429,120517.0,130233.0,134141.0,153070.0,170666.0,187277.0,196700,184881.0,CLOSED,417
JPMorgan Chase Bank,0,Bay Area Boulevard Motor Bank Branch,1368,05/03/1982,08/01/2000,2475 Bay Area Boulevard,Houston,Harris,TX,77058,29.57513,-95.1081,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,438
JPMorgan Chase Bank,0,Northeast Branch,1369,06/09/1976,08/01/2000,8799 North Loop East,Houston,Harris,TX,77029,29.79873,-95.27351,36823.0,35387.0,37538.0,42220.0,44040.0,46965.0,50457,47154.0,CLOSED,396
JPMorgan Chase Bank,0,Humble Branch,1370,12/13/1907,08/01/2000,19747 Highway 59 North,Humble,Harris,TX,77338,30.00312,-95.26936,118619.0,119295.0,136112.0,116478.0,125064.0,132216.0,136900,131393.33333333334,CLOSED,498
JPMorgan Chase Bank,0,Panther Creek Branch,1372,07/24/1990,08/01/2000,4755 West Panther Creek Drive,The Woodlands,Montgomery,TX,77381,30.16676,-95.50223,142338.0,149819.0,168096.0,219618.0,210407.0,216720.0,222396,216507.66666666666,CLOSED,398
JPMorgan Chase Bank,0,San Marcelo Branch,1373,05/10/1944,08/01/2000,1475 Ruben M. Torres Boulevard,Brownsville,Cameron,TX,78521,25.95149,-97.49643,226389.0,243823.0,252886.0,262957.0,245804.0,269636.0,239907,251782.33333333334,OPEN,442
JPMorgan Chase Bank,0,Boca Chica Branch,1374,05/10/1965,08/01/2000,2300 Boca Chica Boulevard,Brownsville,Cameron,TX,78521,25.92197,-97.48649,81184.0,78928.0,81033.0,81829.0,82646.0,88701.0,91353,87566.66666666667,CLOSED,443
JPMorgan Chase Bank,0,Lyons and Lockwood Branch,1376,11/01/1993,08/01/2000,1605 Lockwood,Houston,Harris,TX,77020,29.77682,-95.31581,29175.0,28652.0,32290.0,33716.0,36062.0,39263.0,42974,39433.0,CLOSED,396
JPMorgan Chase Bank,0,West Anderson Branch,1380,01/04/1984,08/01/2000,2711 West Anderson Lane,Austin,Travis,TX,78757,30.35858,-97.73624,112449.0,109733.0,127071.0,139278.0,163013.0,167940.0,185204,172052.33333333334,CLOSED,445
JPMorgan Chase Bank,0,Barton Creek Branch,1381,03/22/1982,08/01/2000,2224 Walsh Tarlton Lane,Austin,Travis,TX,78746,30.26202,-97.80903,83271.0,86339.0,91199.0,99878.0,103354.0,112674.0,116255,110761.0,CLOSED,446
JPMorgan Chase Bank,0,Research Branch,1382,01/07/1993,08/01/2000,12222 Research Boulevard,Austin,Travis,TX,78759,30.42672,-97.75515,65052.0,64729.0,77896.0,84130.0,91622.0,99621.0,110048,100430.33333333333,CLOSED,447
JPMorgan Chase Bank,0,Downtown Dallas Branch,1383,06/08/1964,08/01/2000,2200 Ross Avenue,Dallas,Dallas,TX,75201,32.78858,-96.79728,197953.0,199900.0,212329.0,231759.0,251186.0,289743.0,317153,286027.3333333333,CLOSED,465
JPMorgan Chase Bank,0,Motor Bank Facility Branch,1384,12/17/1979,08/01/2000,2101 Pearl,Dallas,Dallas,TX,75201,32.78733,-96.79904,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,454
JPMorgan Chase Bank,0,South Preston Royal Branch,1386,08/10/1963,08/01/2000,10729 Preston Road,Dallas,Dallas,TX,75230,32.89389,-96.804,207208.0,222472.0,219214.0,242575.0,273577.0,312048.0,318909,301511.3333333333,CLOSED,468
JPMorgan Chase Bank,0,Casa Linda Branch,1387,05/14/1962,08/01/2000,9409 Garland Road,Dallas,Dallas,TX,75218,32.83313,-96.7031,205330.0,193814.0,207027.0,216685.0,232796.0,237195.0,252313,240768.0,CLOSED,459
JPMorgan Chase Bank,0,Walnut Hill and Monroe Branch,1388,04/06/1959,08/01/2000,2945 Walnut Hill Lane,Dallas,Dallas,TX,75229,32.88102,-96.87972,57991.0,57475.0,62103.0,72879.0,82685.0,85254.0,84465,84134.66666666667,CLOSED,452
JPMorgan Chase Bank,0,Park Central Motor Bank Branch,1390,01/02/1979,08/01/2000,12741 Merit Drive,Dallas,Dallas,TX,75251,32.92236,-96.77229,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,454
JPMorgan Chase Bank,0,Campbell Centre Branch,1391,01/02/1979,08/01/2000,6251 Greenville Avenue,Dallas,Dallas,TX,75206,32.86142,-96.76776,66644.0,74410.0,85004.0,97742.0,105765.0,127417.0,122098,118426.66666666667,CLOSED,464
JPMorgan Chase Bank,0,Garland Broadway Branch,1392,06/30/1971,08/01/2000,3200 Broadway,Garland,Dallas,TX,75043,32.87785,-96.62009,178246.0,179791.0,184318.0,198133.0,208316.0,220953.0,232162,220477.0,CLOSED,464
JPMorgan Chase Bank,0,Las Colinas Branch,1393,12/02/1908,08/01/2000,460 East John Carpenter Freeway,Irving,Dallas,TX,75062,32.85852,-96.93256,81902.0,77753.0,85590.0,84116.0,112841.0,105515.0,113325,110560.33333333333,CLOSED,467
JPMorgan Chase Bank,0,Las Colinas Motor Bank Branch,1394,10/30/1954,08/01/2000,460 East John Carpenter Freeway,Irving,Dallas,TX,75062,32.85924,-96.93534,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,456
JPMorgan Chase Bank,0,Irving Boulevard Branch,1395,06/22/1987,08/01/2000,111 East Irving Boulevard,Irving,Dallas,TX,75060,32.8138,-96.94563,115822.0,115152.0,124777.0,127212.0,137012.0,141919.0,156721,145217.33333333334,CLOSED,456
JPMorgan Chase Bank,0,Hillcrest Branch,1396,01/02/1930,08/01/2000,6437 Hillcrest Avenue,Dallas,Dallas,TX,75205,32.84497,-96.78725,121057.0,123447.0,132626.0,152351.0,151919.0,197498.0,197171,182196.0,CLOSED,459
JPMorgan Chase Bank,0,Downtown Arlington Branch,1398,08/02/1937,08/01/2000,500 East Border Street,Arlington,Tarrant,TX,76010,32.73347,-97.10135,221493.0,234077.0,242105.0,248001.0,252610.0,246319.0,257944,252291.0,CLOSED,473
JPMorgan Chase Bank,0,Detached Facility Branch,1399,07/09/1986,08/01/2000,501 East Second Street,Arlington,Tarrant,TX,76010,32.73124,-97.10289,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,460
JPMorgan Chase Bank,0,Hurst Branch,1400,01/07/1928,08/01/2000,1800 Precinct Line Rd,Hurst,Tarrant,TX,76054,32.84728,-97.18612,108291.0,110463.0,113026.0,116215.0,124788.0,127964.0,139365,130705.66666666667,CLOSED,462
JPMorgan Chase Bank,0,Plano and Preston Branch,1401,05/11/1992,08/01/2000,1517 Preston Road,Plano,Collin,TX,75093,33.01986,-96.7953,102229.0,114260.0,126120.0,134274.0,135816.0,139180.0,152856,142617.33333333334,CLOSED,471
JPMorgan Chase Bank,0,Casa View Branch,1402,10/01/1958,08/01/2000,2325 Gus Thomasson Road,Dallas,Dallas,TX,75228,32.83488,-96.6753,69644.0,73297.0,79461.0,81646.0,82626.0,84853.0,90426,85968.33333333333,CLOSED,455
JPMorgan Chase Bank,0,Inwood and Stemmons Motor Bank Brh,1403,04/16/1965,08/01/2000,2807 Irving Blvd,Dallas,Dallas,TX,75207,32.81015,-96.8486,41350.0,44063.0,47879.0,50508.0,52370.0,55101.0,61543,56338.0,CLOSED,465
JPMorgan Chase Bank,0,Quarum Motor Bank Branch,1404,04/26/1971,08/01/2000,13101 Preston Road,Dallas,Dallas,TX,75230,32.92771,-96.80361,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,466
JPMorgan Chase Bank,0,Farmers Branch,1406,09/15/1961,08/01/2000,12897 Josey Lane,Farmers Branch,Dallas,TX,75234,32.92209,-96.88179,105739.0,108309.0,117762.0,119571.0,126605.0,133240.0,139779,133208.0,CLOSED,452
JPMorgan Chase Bank,0,Drive-Thru Facility Branch,1407,03/02/1976,08/01/2000,12875 Josey Lane,Farmers Branch,Dallas,TX,75234,32.92153,-96.88176,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,468
JPMorgan Chase Bank,0,West Garland Branch,1408,10/26/1964,08/01/2000,3445 Buckingham Road,Garland,Dallas,TX,75042,32.93124,-96.68219,85265.0,93082.0,105873.0,115896.0,125670.0,136138.0,152135,137981.0,CLOSED,453
JPMorgan Chase Bank,0,Grand Prairie Branch,1409,05/29/1947,08/01/2000,700 East Main Street,Grand Prairie,Dallas,TX,75050,32.74593,-96.99607,54232.0,50964.0,56784.0,58906.0,60179.0,59725.0,68813,62905.666666666664,CLOSED,458
JPMorgan Chase Bank,0,Richardson Branch,1410,01/01/1905,08/01/2000,100 North Central Expressway,Richardson,Dallas,TX,75080,32.95171,-96.73351,183760.0,187064.0,194196.0,222038.0,237464.0,268941.0,319922,275442.3333333333,CLOSED,472
JPMorgan Chase Bank,0,Richardson Motor Bank Branch,1412,07/01/1981,08/01/2000,235 North Central Expressway,Richardson,Dallas,TX,75080,32.95264,-96.73385,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,463
JPMorgan Chase Bank,0,Central Arlington Branch,1413,06/09/1975,08/01/2000,700 West Arkansas Lane,Arlington,Tarrant,TX,76013,32.70643,-97.11584,67076.0,67024.0,70114.0,72487.0,76103.0,79043.0,87310,80818.66666666667,CLOSED,460
JPMorgan Chase Bank,0,Colleyville Branch,1414,08/18/1972,08/01/2000,5000 Colleyville Boulevard,Colleyville,Tarrant,TX,76034,32.88343,-97.15389,114471.0,116765.0,142874.0,161315.0,196636.0,224910.0,271389,230978.33333333334,CLOSED,462
JPMorgan Chase Bank,0,Forest Hill Branch,1415,01/07/1974,08/01/2000,3217 California Parkway,Fort Worth,Tarrant,TX,76119,32.66189,-97.27973,45642.0,47846.0,53135.0,57493.0,61978.0,61862.0,70149,64663.0,OPEN,475
JPMorgan Chase Bank,0,Fort Worth Motor Bank Branch,1417,09/13/1982,08/01/2000,401 East Weatherford,Fort Worth,Tarrant,TX,76102,32.75832,-97.33062,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,476
JPMorgan Chase Bank,0,Lewisville Branch,1418,01/01/1910,08/01/2000,925 West Main Street,Lewisville,Denton,TX,75067,33.04338,-97.01677,88645.0,92953.0,100726.0,112743.0,115807.0,123350.0,134316,124491.0,OPEN,477
JPMorgan Chase Bank,0,Castell Motor Bank Branch,1419,09/01/1881,08/01/2000,300 South Castell Avenue,New Braunfels,Comal,TX,78130,29.70225,-98.12528,158712.0,151012.0,145348.0,156319.0,155094.0,153938.0,159978,156336.66666666666,OPEN,478
JPMorgan Chase Bank,0,Oak Park Branch,1421,03/16/1987,08/01/2000,1020 N.E. Loop 410,San Antonio,Bexar,TX,78209,29.51583,-98.4567,94469.0,90841.0,99993.0,97627.0,102321.0,115757.0,118465,112181.0,CLOSED,479
JPMorgan Chase Bank,0,Highland Park Branch,1422,09/18/1947,08/01/2000,519 East Highland Boulevard,San Antonio,Bexar,TX,78210,29.39698,-98.48682,65029.0,63285.0,59073.0,59084.0,60187.0,65828.0,67645,64553.333333333336,CLOSED,480
JPMorgan Chase Bank,0,Highland Park Motor Bank Branch,1423,04/24/1973,08/01/2000,519 East Highland Boulevard,San Antonio,Bexar,TX,78210,29.39697,-98.48679,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,CLOSED,480
JPMorgan Chase Bank,0,Medical Center Fredericksburg Branch,1424,03/16/1987,08/01/2000,7959 Fredericksburg,San Antonio,Bexar,TX,78229,29.5121,-98.56836,47205.0,49157.0,51739.0,54281.0,60940.0,62693.0,69898,64510.333333333336,CLOSED,482
JPMorgan Chase Bank,0,El Paso - Downtown Branch,1428,06/29/1925,08/01/2000,501 North Mesa Street,El Paso,El Paso,TX,79901,31.75889,-106.49059,487522.0,513252.0,527654.0,579701.0,500183.0,506428.0,469681,492097.3333333333,CLOSED,489
JPMorgan Chase Bank,0,Chamizal Branch,1431,01/04/1977,08/01/2000,5760 Alameda,El Paso,El Paso,TX,79905,31.76695,-106.41907,55114.0,58356.0,64400.0,67178.0,67652.0,72503.0,71984,70713.0,CLOSED,484
JPMorgan Chase Bank,0,First State Branch,1432,05/06/1948,08/01/2000,2829 Montana Avenue,El Paso,El Paso,TX,79903,31.80869,-106.46267,66090.0,65980.0,70390.0,71496.0,74823.0,72810.0,73127,73586.66666666667,CLOSED,489
JPMorgan Chase Bank,0,Northgate Branch,1433,12/14/1959,08/01/2000,5209 Wren Avenue,El Paso,El Paso,TX,79924,31.87774,-106.42029,75966.0,75825.0,107759.0,96518.0,121932.0,113286.0,98959,111392.33333333333,CLOSED,486
JPMorgan Chase Bank,0,El Paso - East Branch,1434,11/02/1981,08/01/2000,1533 Lee Trevino Drive,El Paso,El Paso,TX,79936,31.75481,-106.319,91822.0,93574.0,104853.0,112733.0,116509.0,111567.0,127421,118499.0,CLOSED,484
JPMorgan Chase Bank,0,El Paso - West Branch,1435,06/02/1980,08/01/2000,7598 North Mesa,El Paso,El Paso,TX,79912,31.8387,-106.56615,91428.0,102759.0,113141.0,127943.0,135129.0,143577.0,148347,142351.0,CLOSED,489
JPMorgan Chase Bank,0,Coronado Branch,1436,09/04/1962,08/01/2000,135 Shadow Mountain Drive,El Paso,El Paso,TX,79912,31.83022,-106.5264,91521.0,105302.0,108567.0,117827.0,124684.0,131735.0,131562,129327.0,OPEN,485
JPMorgan Chase Bank,0,Mcallen North Branch,1442,04/25/1994,08/01/2000,5601 North 10th Street,Mcallen,Hidalgo,TX,78504,26.25385,-98.2215,64937.0,66596.0,75860.0,79191.0,98280.0,100902.0,101336,100172.66666666667,CLOSED,490
JPMorgan Chase Bank,0,South Arlington Branch,1444,06/27/1994,08/01/2000,4828 South Cooper Street,Arlington,Tarrant,TX,76017,32.66787,-97.13414,69682.0,74989.0,83284.0,87050.0,80238.0,80009.0,88606,82951.0,CLOSED,473
JPMorgan Chase Bank,0,Riverside Branch,1445,04/06/1994,08/01/2000,5445 Almeda,Houston,Harris,TX,77004,29.72131,-95.37927,38730.0,37048.0,43067.0,50436.0,51492.0,53839.0,60082,55137.666666666664,CLOSED,408
JPMorgan Chase Bank,0,South Post Oak Branch,1448,06/05/1995,08/01/2000,12401 South Post Oak Road,Houston,Harris,TX,77045,29.64481,-95.46365,27813.0,50630.0,47301.0,40801.0,40671.0,43127.0,64384,49394.0,CLOSED,493
JPMorgan Chase Bank,0,Houston Tower Branch,1449,12/15/1993,08/01/2000,600 Travis,Houston,Harris,TX,77002,29.76009,-95.36372,133495.0,176339.0,192939.0,211211.0,211769.0,218967.0,223180,217972.0,CLOSED,403
JPMorgan Chase Bank,0,Desert Vista Branch,1451,09/18/1995,08/01/2000,11391 Montwood Drive,El Paso,El Paso,TX,79936,31.76794,-106.29781,34056.0,33227.0,37136.0,37526.0,43078.0,54974.0,49508,49186.666666666664,CLOSED,495
JPMorgan Chase Bank,0,Southeast Oak Cliff Branch,1452,10/23/1995,08/01/2000,4435 South Lancaster,Dallas,Dallas,TX,75216,32.69432,-96.79336,10888.0,12131.0,14454.0,17021.0,17668.0,23021.0,24278,21655.666666666668,CLOSED,496
JPMorgan Chase Bank,0,Lincoln Village Branch,1453,11/06/1995,08/01/2000,"6406 North I H 35, Suite 2850",Austin,Travis,TX,78752,30.193,-97.76909,26310.0,28507.0,32264.0,35725.0,38626.0,36070.0,38588,37761.333333333336,CLOSED,446
JPMorgan Chase Bank,0,Kings Crossing Branch,1454,09/11/1995,08/01/2000,2611 Lake Houston Parkway,Kingwood,Harris,TX,77339,30.04492,-95.18146,116448.0,143974.0,148733.0,148517.0,160698.0,170740.0,177797,169745.0,CLOSED,498
JPMorgan Chase Bank,0,William Cannon and Mopac Branch,1455,10/30/1995,08/01/2000,6600 S Mo Pac Expy,Austin,Travis,TX,78749,30.22124,-97.83653,72656.0,77244.0,95126.0,107263.0,125857.0,143344.0,155169,141456.66666666666,CLOSED,499
